City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
464,crotone,39.0851,17.1178,49.19,65,81,6.67,IT,1669699712
465,turmalina,-17.2856,-42.73,65.25,98,100,1.9,BR,1669699787
466,denia,38.8408,0.1057,58.46,47,23,8.01,ES,1669699788
467,dawlatabad,36.4141,64.9053,53.71,57,31,5.95,AF,1669699788
468,kainantu,-6.2887,145.8655,71.94,73,100,2.37,PG,1669699789
469,russell,32.3502,-85.1999,48.96,85,0,2.39,US,1669699770
470,hay river,60.8156,-115.7999,-11.22,77,100,18.41,CA,1669699809
471,taksimo,56.3444,114.8794,-13.13,74,93,2.04,RU,1669699865
472,kathu,7.9178,98.3332,87.62,99,49,2.46,TH,1669699865
473,kerewan,13.4898,-16.0888,69.17,20,44,3.87,GM,1669699940
474,lyubech,51.7026,30.6569,29.77,92,100,9.69,UA,1669699941
475,pueblo nuevo,23.3833,-105.3833,47.1,68,9,4.81,MX,1669699942
476,alpena,45.0617,-83.4327,35.85,75,100,4.61,US,1669700017
477,yanam,16.7333,82.2167,83.93,40,30,4.99,IN,1669700018
478,astana,51.1801,71.446,-0.45,55,0,13.42,KZ,1669700018
479,datong,40.0936,113.2914,7.56,14,98,21.39,CN,1669700094
480,jaru,-10.4389,-62.4664,72.9,82,82,3.76,BR,1669700169
481,berdigestyakh,62.0989,126.6992,-26.41,97,96,6.13,RU,1669700170
482,espanola,35.9911,-106.0806,42.96,39,64,8.52,US,1669700170
483,saint-pierre,-21.3393,55.4781,82.08,61,0,8.05,RE,1669700171
484,yomou,7.5603,-9.2653,68.68,99,82,1.66,GN,1669700246
485,kousseri,12.0769,15.0306,62.56,48,34,4.61,CM,1669700322
486,presidencia roque saenz pena,-26.7852,-60.4388,69.91,77,0,5.48,AR,1669700322
487,qinggang,46.6833,126.0833,8.51,75,100,14.79,CN,1669700323
488,henties bay,-22.116,14.2845,60.06,79,64,1.88,NA,1669700304
489,moerai,-22.4333,-151.3333,74.52,79,44,17.34,PF,1669700398
490,ossora,59.2353,163.0719,24.87,72,82,18.79,RU,1669700399
491,havoysund,70.9963,24.6622,35.83,82,95,8.81,NO,1669700399
492,nakonde,-9.3421,32.745,67.23,71,100,5.88,ZM,1669700400
493,kupang,-10.1667,123.5833,88.38,66,75,4.61,ID,1669700475
494,farafenni,13.5667,-15.6,69.3,19,44,4.07,GM,1669700476
495,jauharabad,32.2898,72.2813,73.67,23,0,2.42,PK,1669700476
496,koygorodok,60.445,50.9968,14.68,92,100,4.61,RU,1669700477
497,dudinka,69.4058,86.1778,-0.71,98,91,7.09,RU,1669700552
498,novyy urengoy,66.0833,76.6333,9.23,96,100,6.55,RU,1669700552
499,tongchuan,35.0806,109.0897,31.53,17,100,16.15,CN,1669700553
500,moses lake,47.1301,-119.2781,21.88,49,0,14.97,US,1669700628
501,avera,33.194,-82.5271,44.11,72,0,3.89,US,1669700629
502,svetlogorsk,52.6333,29.7333,30.47,98,100,9.4,BY,1669700630
503,perevolotskiy,51.8763,54.1938,13.96,67,3,11.61,RU,1669700705
504,kokorevka,52.5872,34.2778,24.85,84,100,9.1,RU,1669700956
