City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
180,tamandare,-8.7597,-35.1047,77.27,82,83,9.33,BR,1669342168
181,baherden,38.4362,57.4316,53.37,56,0,7.67,TM,1669342169
182,alofi,-19.0595,-169.9187,84.09,58,40,6.91,NU,1669342169
183,rusape,-18.5278,32.1284,61.0,81,63,4.63,ZW,1669342170
184,kruisfontein,-34.0033,24.7314,58.89,63,89,9.71,ZA,1669342170
185,badou,7.5833,0.6,71.49,43,13,2.44,TG,1669342171
186,nome,64.5011,-165.4064,21.27,86,100,16.11,US,1669342138
187,muros,42.7762,-9.0603,52.68,96,11,12.68,ES,1669342172
188,monterey,36.2505,-121.2516,61.18,40,0,4.54,US,1669341912
189,guerrero negro,27.9769,-114.0611,66.58,26,0,21.14,MX,1669342173
190,knysna,-34.0363,23.0471,59.14,72,99,4.94,ZA,1669342173
191,sao felix do xingu,-6.6447,-51.995,69.57,98,60,1.05,BR,1669342174
192,kilindoni,-7.9139,39.6668,78.28,80,10,11.63,TZ,1669342174
193,murgab,37.4966,61.9714,51.69,65,83,5.68,TM,1669342175
194,eureka,40.8021,-124.1637,51.37,82,9,1.01,US,1669342175
195,pevek,69.7008,170.3133,-3.73,93,100,1.52,RU,1669342176
196,san policarpo,12.1791,125.5072,82.76,81,99,10.58,PH,1669342176
197,ilulissat,69.2167,-51.1,14.02,62,99,8.05,GL,1669342015
198,mahebourg,-20.4081,57.7,76.24,76,81,13.8,MU,1669342177
199,santa rosa,14.3122,121.1114,85.1,87,99,12.97,PH,1669342177
200,havelock,34.8791,-76.9013,60.75,86,100,9.22,US,1669342178
201,inirida,3.8653,-67.9239,73.26,96,11,2.35,CO,1669342179
202,finnsnes,69.2296,17.9811,5.61,72,5,5.7,NO,1669342179
203,taoudenni,22.6783,-3.9836,72.03,28,100,10.22,ML,1669342180
204,atambua,-9.1061,124.8925,80.38,70,99,2.51,ID,1669342180
205,egvekinot,66.3167,-179.1667,11.21,84,100,14.14,RU,1669342181
206,sal rei,16.1833,-22.9167,75.16,64,0,17.11,CV,1669342181
207,tonstad,58.6626,6.7169,46.2,97,100,22.93,NO,1669342182
208,bairiki,1.3292,172.9752,80.01,74,53,8.41,KI,1669342182
209,araouane,18.9048,-3.5265,70.43,11,72,9.71,ML,1669342183
210,kholm-zhirkovskiy,55.5189,33.4731,20.66,95,100,9.19,RU,1669342183
211,alihe,50.5667,123.7167,11.03,88,100,6.64,CN,1669342184
212,turukhansk,65.8167,87.9833,-36.08,93,24,3.4,RU,1669342184
213,saint anthony,45.0205,-93.218,35.53,78,0,9.22,US,1669342185
214,airai,-8.9266,125.4092,68.31,79,98,1.5,TL,1669342185
215,klyuchi,52.2667,79.1667,15.17,81,100,8.46,RU,1669342186
216,kidal,18.4411,1.4078,66.54,14,100,10.85,ML,1669342186
217,mugumu,-1.85,34.7,59.59,82,80,4.03,TZ,1669342187
218,doha,25.2867,51.5333,71.58,56,0,2.3,QA,1669342115
219,georgetown,5.4112,100.3354,84.13,83,20,2.3,MY,1669342105
220,havre-saint-pierre,50.2334,-63.5986,16.79,77,2,11.1,CA,1669342187
221,breves,-1.6822,-50.4803,73.9,96,100,2.53,BR,1669342188
222,chuy,-33.6971,-53.4616,64.08,77,0,6.76,UY,1669342189
223,talcahuano,-36.7167,-73.1167,60.48,72,0,12.66,CL,1669342189
224,upernavik,72.7868,-56.1549,10.29,95,100,9.35,GL,1669342190
225,melun,48.5,2.75,49.96,94,100,11.5,FR,1669342190
226,isangel,-19.55,169.2667,82.0,75,21,5.97,VU,1669342067
227,dzhankoy,45.7167,34.4,48.79,94,100,6.96,UA,1669342191
228,coquimbo,-29.9533,-71.3436,56.93,100,0,5.75,CL,1669342191
229,lorengau,-2.0226,147.2712,86.07,63,79,5.61,PG,1669342192
230,trairi,-3.2778,-39.2689,78.4,79,90,10.74,BR,1669342169
231,hambantota,6.1241,81.1185,75.54,100,40,2.3,LK,1669342192
232,saldanha,-33.0117,17.9442,58.51,59,0,20.27,ZA,1669342193
233,ancud,-41.8697,-73.8203,47.41,78,67,4.94,CL,1669342193
234,verkhoyansk,67.5447,133.385,-32.89,98,100,1.66,RU,1669342195
235,luanda,-8.8368,13.2343,78.13,84,100,6.78,AO,1669342195
236,coihaique,-45.5752,-72.0662,47.01,61,20,4.61,CL,1669342196
237,kikwit,-5.041,18.8162,69.21,97,100,1.52,CD,1669342196
238,fairbanks,64.8378,-147.7164,15.76,85,100,0.0,US,1669341932
239,ewa beach,21.3156,-158.0072,76.95,56,0,20.71,US,1669342197
240,barstow,34.8986,-117.0228,52.79,18,1,6.31,US,1669341978
241,bathsheba,13.2167,-59.5167,81.21,78,20,18.41,BB,1669342197
242,chebsara,59.2002,38.8356,11.98,88,43,5.26,RU,1669342198
243,muravlenko,63.7898,74.523,-32.06,99,9,7.36,RU,1669342198
244,aracruz,-19.8203,-40.2733,70.36,98,100,1.63,BR,1669342199
245,los llanos de aridane,28.6585,-17.9182,65.95,86,100,8.99,ES,1669342199
246,bom conselho,-9.1697,-36.6797,68.45,83,93,8.72,BR,1669342200
247,lamballe,48.4676,-2.5144,47.07,90,0,5.01,FR,1669342200
248,hollola,61.05,25.4333,26.04,93,100,7.09,FI,1669342201
249,laguna,38.421,-121.4238,60.31,61,0,3.44,US,1669342201
250,tytuvenai,55.6,23.2,28.31,97,100,5.03,LT,1669342204
251,thompson,55.7435,-97.8558,4.55,99,70,1.21,CA,1669342206
252,youghal,51.95,-7.8506,40.21,84,5,14.43,IE,1669342208
253,camacha,33.0833,-16.3333,62.02,77,20,2.3,PT,1669342016
254,bushehr,28.9684,50.8385,69.89,60,0,0.0,IR,1669342210
255,guarapari,-20.6667,-40.4975,71.89,95,100,3.96,BR,1669342210
256,fallon,39.4735,-118.7774,40.44,47,0,4.61,US,1669342211
257,acarau,-2.8856,-40.12,78.75,78,54,14.76,BR,1669342212
258,chicama,-7.8447,-79.1469,63.14,80,12,5.59,PE,1669342212
259,salalah,17.0151,54.0924,72.9,69,0,2.51,OM,1669342213
260,iqaluit,63.7506,-68.5145,-2.79,88,94,5.55,CA,1669342214
261,bethel,41.3712,-73.414,44.64,89,96,4.34,US,1669341965
262,bahia de caraquez,-0.6,-80.4167,73.58,82,89,10.94,EC,1669342214
263,ambon,-3.6954,128.1814,87.94,70,20,5.75,ID,1669342215
264,berlevag,70.8578,29.0864,24.8,68,65,35.68,NO,1669342216
265,sinop,41.7711,34.8709,50.79,67,100,4.88,TR,1669342216
266,gat,31.61,34.7642,63.39,100,58,10.02,IL,1669342025
267,sansepolcro,43.5747,12.143,50.09,58,100,1.92,IT,1669342217
268,islamkot,24.6997,70.177,64.85,28,12,6.17,PK,1669342218
269,san patricio,28.017,-97.5169,70.92,96,100,5.21,US,1669342218
270,acari,-15.4311,-74.6158,71.83,76,18,2.42,PE,1669342219
271,kanepi,57.982,26.7627,25.05,94,100,7.45,EE,1669342219
272,tomatlan,19.9333,-105.25,71.74,85,45,1.59,MX,1669342220
